0.00.000.794 I srv  llama_server: initializing ...
0.00.015.881 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.016.895 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.020.232 I srv    load_model: loading model '/opt/hf-cache/hub/models--ggml-org--Qwen2.5-VL-3B-Instruct-GGUF/snapshots/5037fcf163dd95d1e41d1974465f0898ed108ca2/Qwen2.5-VL-3B-Instruct-Q8_0.gguf'
0.01.121.079 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.03.682.257 I cmn          init: llama threadpool init, n_threads = 12
0.03.763.259 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.03.763.267 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.03.763.268 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.04.989.773 I srv    load_model: loaded multimodal model, '/opt/hf-cache/hub/models--ggml-org--Qwen2.5-VL-3B-Instruct-GGUF/snapshots/5037fcf163dd95d1e41d1974465f0898ed108ca2/mmproj-Qwen2.5-VL-3B-Instruct-f16.gguf'
0.05.023.472 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.05.023.617 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.05.029.282 I srv  llama_server: model loaded
0.05.029.294 I srv  llama_server: listening on http://127.0.0.1:8090
0.29.090.481 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.39.084.065 I slot print_timing: id  0 | task 72 | prompt eval time =     439.06 ms /   313 tokens (    1.40 ms per token,   712.88 tokens per second)
0.39.084.071 I slot print_timing: id  0 | task 72 |        eval time =      28.32 ms /     2 tokens (   28.32 ms per token,    35.32 tokens per second)
0.39.084.072 I slot print_timing: id  0 | task 72 |       total time =     467.38 ms /   315 tokens
0.39.084.074 I slot print_timing: id  0 | task 72 |    graphs reused =          1
0.39.084.105 I slot      release: id  0 | task 72 | stop processing: n_tokens = 314, truncated = 0
0.39.105.159 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.939 (> 0.100 thold), f_keep = 0.936
0.39.105.270 I slot launch_slot_: id  0 | task 76 | processing task, is_child = 0
0.39.572.089 I slot print_timing: id  0 | task 76 | prompt eval time =     438.33 ms /   313 tokens (    1.40 ms per token,   714.07 tokens per second)
0.39.572.096 I slot print_timing: id  0 | task 76 |        eval time =      28.43 ms /     2 tokens (   28.43 ms per token,    35.18 tokens per second)
0.39.572.097 I slot print_timing: id  0 | task 76 |       total time =     466.76 ms /   315 tokens
0.39.572.098 I slot print_timing: id  0 | task 76 |    graphs reused =          1
0.39.572.130 I slot      release: id  0 | task 76 | stop processing: n_tokens = 314, truncated = 0
0.39.593.155 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977083198810
0.39.593.267 I slot launch_slot_: id  0 | task 80 | processing task, is_child = 0
0.40.101.298 I slot print_timing: id  0 | task 80 | prompt eval time =     479.61 ms /   339 tokens (    1.41 ms per token,   706.82 tokens per second)
0.40.101.305 I slot print_timing: id  0 | task 80 |        eval time =      28.37 ms /     2 tokens (   28.37 ms per token,    35.25 tokens per second)
0.40.101.306 I slot print_timing: id  0 | task 80 |       total time =     507.98 ms /   341 tokens
0.40.101.308 I slot print_timing: id  0 | task 80 |    graphs reused =          1
0.40.101.355 I slot      release: id  0 | task 80 | stop processing: n_tokens = 340, truncated = 0
0.40.122.487 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.947 (> 0.100 thold), f_keep = 0.944
0.40.122.600 I slot launch_slot_: id  0 | task 84 | processing task, is_child = 0
0.40.630.231 I slot print_timing: id  0 | task 84 | prompt eval time =     479.09 ms /   339 tokens (    1.41 ms per token,   707.60 tokens per second)
0.40.630.238 I slot print_timing: id  0 | task 84 |        eval time =      28.49 ms /     2 tokens (   28.49 ms per token,    35.10 tokens per second)
0.40.630.239 I slot print_timing: id  0 | task 84 |       total time =     507.58 ms /   341 tokens
0.40.630.241 I slot print_timing: id  0 | task 84 |    graphs reused =          1
0.40.630.271 I slot      release: id  0 | task 84 | stop processing: n_tokens = 340, truncated = 0
0.40.647.975 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977084256950
0.40.648.083 I slot launch_slot_: id  0 | task 88 | processing task, is_child = 0
0.41.117.831 I slot print_timing: id  0 | task 88 | prompt eval time =     441.35 ms /   315 tokens (    1.40 ms per token,   713.72 tokens per second)
0.41.117.838 I slot print_timing: id  0 | task 88 |        eval time =      28.35 ms /     2 tokens (   28.35 ms per token,    35.28 tokens per second)
0.41.117.839 I slot print_timing: id  0 | task 88 |       total time =     469.70 ms /   317 tokens
0.41.117.840 I slot print_timing: id  0 | task 88 |    graphs reused =          1
0.41.117.874 I slot      release: id  0 | task 88 | stop processing: n_tokens = 316, truncated = 0
0.41.135.389 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.943 (> 0.100 thold), f_keep = 0.937
0.41.135.498 I slot launch_slot_: id  0 | task 92 | processing task, is_child = 0
0.41.605.318 I slot print_timing: id  0 | task 92 | prompt eval time =     441.25 ms /   314 tokens (    1.41 ms per token,   711.61 tokens per second)
0.41.605.337 I slot print_timing: id  0 | task 92 |        eval time =      28.52 ms /     2 tokens (   28.52 ms per token,    35.07 tokens per second)
0.41.605.338 I slot print_timing: id  0 | task 92 |       total time =     469.77 ms /   316 tokens
0.41.605.340 I slot print_timing: id  0 | task 92 |    graphs reused =          1
0.41.605.375 I slot      release: id  0 | task 92 | stop processing: n_tokens = 315, truncated = 0
0.41.621.777 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977085232055
0.41.621.884 I slot launch_slot_: id  0 | task 96 | processing task, is_child = 0
0.42.096.081 I slot print_timing: id  0 | task 96 | prompt eval time =     445.71 ms /   318 tokens (    1.40 ms per token,   713.47 tokens per second)
0.42.096.088 I slot print_timing: id  0 | task 96 |        eval time =      28.44 ms /     2 tokens (   28.44 ms per token,    35.17 tokens per second)
0.42.096.089 I slot print_timing: id  0 | task 96 |       total time =     474.15 ms /   320 tokens
0.42.096.091 I slot print_timing: id  0 | task 96 |    graphs reused =          1
0.42.096.122 I slot      release: id  0 | task 96 | stop processing: n_tokens = 319, truncated = 0
0.42.112.648 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.943 (> 0.100 thold), f_keep = 0.940
0.42.112.754 I slot launch_slot_: id  0 | task 100 | processing task, is_child = 0
0.42.586.367 I slot print_timing: id  0 | task 100 | prompt eval time =     445.07 ms /   318 tokens (    1.40 ms per token,   714.50 tokens per second)
0.42.586.374 I slot print_timing: id  0 | task 100 |        eval time =      28.49 ms /     2 tokens (   28.49 ms per token,    35.10 tokens per second)
0.42.586.375 I slot print_timing: id  0 | task 100 |       total time =     473.56 ms /   320 tokens
0.42.586.377 I slot print_timing: id  0 | task 100 |    graphs reused =          1
0.42.586.413 I slot      release: id  0 | task 100 | stop processing: n_tokens = 319, truncated = 0
0.42.605.709 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977086213092
0.42.605.822 I slot launch_slot_: id  0 | task 104 | processing task, is_child = 0
0.43.073.280 I slot print_timing: id  0 | task 104 | prompt eval time =     439.06 ms /   312 tokens (    1.41 ms per token,   710.60 tokens per second)
0.43.073.286 I slot print_timing: id  0 | task 104 |        eval time =      28.34 ms /     2 tokens (   28.34 ms per token,    35.28 tokens per second)
0.43.073.287 I slot print_timing: id  0 | task 104 |       total time =     467.41 ms /   314 tokens
0.43.073.289 I slot print_timing: id  0 | task 104 |    graphs reused =          1
0.43.073.334 I slot      release: id  0 | task 104 | stop processing: n_tokens = 313, truncated = 0
0.43.092.917 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.942 (> 0.100 thold), f_keep = 0.939
0.43.093.030 I slot launch_slot_: id  0 | task 108 | processing task, is_child = 0
0.43.560.207 I slot print_timing: id  0 | task 108 | prompt eval time =     438.54 ms /   312 tokens (    1.41 ms per token,   711.45 tokens per second)
0.43.560.214 I slot print_timing: id  0 | task 108 |        eval time =      28.58 ms /     2 tokens (   28.58 ms per token,    34.99 tokens per second)
0.43.560.215 I slot print_timing: id  0 | task 108 |       total time =     467.12 ms /   314 tokens
0.43.560.217 I slot print_timing: id  0 | task 108 |    graphs reused =          1
0.43.560.250 I slot      release: id  0 | task 108 | stop processing: n_tokens = 313, truncated = 0
0.43.583.143 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977087186930
0.43.583.260 I slot launch_slot_: id  0 | task 112 | processing task, is_child = 0
0.44.066.794 I slot print_timing: id  0 | task 112 | prompt eval time =     455.17 ms /   334 tokens (    1.36 ms per token,   733.80 tokens per second)
0.44.066.802 I slot print_timing: id  0 | task 112 |        eval time =      28.32 ms /     2 tokens (   28.32 ms per token,    35.31 tokens per second)
0.44.066.803 I slot print_timing: id  0 | task 112 |       total time =     483.49 ms /   336 tokens
0.44.066.805 I slot print_timing: id  0 | task 112 |    graphs reused =          1
0.44.066.836 I slot      release: id  0 | task 112 | stop processing: n_tokens = 335, truncated = 0
0.44.089.550 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.934 (> 0.100 thold), f_keep = 0.931
0.44.089.661 I slot launch_slot_: id  0 | task 116 | processing task, is_child = 0
0.44.572.960 I slot print_timing: id  0 | task 116 | prompt eval time =     454.68 ms /   334 tokens (    1.36 ms per token,   734.58 tokens per second)
0.44.572.967 I slot print_timing: id  0 | task 116 |        eval time =      28.57 ms /     2 tokens (   28.57 ms per token,    35.01 tokens per second)
0.44.572.968 I slot print_timing: id  0 | task 116 |       total time =     483.24 ms /   336 tokens
0.44.572.970 I slot print_timing: id  0 | task 116 |    graphs reused =          1
0.44.573.004 I slot      release: id  0 | task 116 | stop processing: n_tokens = 335, truncated = 0
0.44.591.724 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977088199684
0.44.591.839 I slot launch_slot_: id  0 | task 120 | processing task, is_child = 0
0.45.059.370 I slot print_timing: id  0 | task 120 | prompt eval time =     439.16 ms /   312 tokens (    1.41 ms per token,   710.45 tokens per second)
0.45.059.377 I slot print_timing: id  0 | task 120 |        eval time =      28.32 ms /     2 tokens (   28.32 ms per token,    35.31 tokens per second)
0.45.059.378 I slot print_timing: id  0 | task 120 |       total time =     467.48 ms /   314 tokens
0.45.059.381 I slot print_timing: id  0 | task 120 |    graphs reused =          1
0.45.059.413 I slot      release: id  0 | task 120 | stop processing: n_tokens = 313, truncated = 0
0.45.077.824 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.942 (> 0.100 thold), f_keep = 0.939
0.45.077.930 I slot launch_slot_: id  0 | task 124 | processing task, is_child = 0
0.45.544.791 I slot print_timing: id  0 | task 124 | prompt eval time =     438.36 ms /   312 tokens (    1.41 ms per token,   711.74 tokens per second)
0.45.544.798 I slot print_timing: id  0 | task 124 |        eval time =      28.44 ms /     2 tokens (   28.44 ms per token,    35.16 tokens per second)
0.45.544.799 I slot print_timing: id  0 | task 124 |       total time =     466.81 ms /   314 tokens
0.45.544.801 I slot print_timing: id  0 | task 124 |    graphs reused =          1
0.45.544.836 I slot      release: id  0 | task 124 | stop processing: n_tokens = 313, truncated = 0
0.45.567.185 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977089171515
0.45.567.296 I slot launch_slot_: id  0 | task 128 | processing task, is_child = 0
0.46.040.531 I slot print_timing: id  0 | task 128 | prompt eval time =     444.85 ms /   323 tokens (    1.38 ms per token,   726.09 tokens per second)
0.46.040.538 I slot print_timing: id  0 | task 128 |        eval time =      28.34 ms /     2 tokens (   28.34 ms per token,    35.29 tokens per second)
0.46.040.539 I slot print_timing: id  0 | task 128 |       total time =     473.19 ms /   325 tokens
0.46.040.540 I slot print_timing: id  0 | task 128 |    graphs reused =          1
0.46.040.572 I slot      release: id  0 | task 128 | stop processing: n_tokens = 324, truncated = 0
0.46.062.835 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.944 (> 0.100 thold), f_keep = 0.941
0.46.062.941 I slot launch_slot_: id  0 | task 132 | processing task, is_child = 0
0.46.534.810 I slot print_timing: id  0 | task 132 | prompt eval time =     443.39 ms /   323 tokens (    1.37 ms per token,   728.48 tokens per second)
0.46.534.817 I slot print_timing: id  0 | task 132 |        eval time =      28.43 ms /     2 tokens (   28.43 ms per token,    35.18 tokens per second)
0.46.534.818 I slot print_timing: id  0 | task 132 |       total time =     471.82 ms /   325 tokens
0.46.534.820 I slot print_timing: id  0 | task 132 |    graphs reused =          1
0.46.534.854 I slot      release: id  0 | task 132 | stop processing: n_tokens = 324, truncated = 0
0.46.552.297 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 977090161533
0.46.552.411 I slot launch_slot_: id  0 | task 136 | processing task, is_child = 0
