09-23-2026 17:24:00 RAM 6940/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [11%@2201,10%@2201,9%@2201,9%@2201,18%@2201,51%@2201,11%@2201,8%@2201,9%@2201,15%@2201,17%@2201,10%@2201] GR3D_FREQ 0% cpu@61.312C soc2@56.312C soc0@57.656C gpu@55.468C tj@61.562C soc1@58.25C VDD_GPU_SOC 5308mW/5308mW VDD_CPU_CV 3788mW/3788mW VIN_SYS_5V0 5124mW/5124mW
09-23-2026 17:24:11 RAM 7181/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,100%@2201] GR3D_FREQ 0% cpu@60.343C soc2@55.843C soc0@57.093C gpu@55C tj@60.343C soc1@57.625C VDD_GPU_SOC 5311mW/5246mW VDD_CPU_CV 3032mW/3127mW VIN_SYS_5V0 5024mW/5107mW
09-23-2026 17:24:12 RAM 7201/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [6%@2201,6%@2201,7%@2201,6%@2201,7%@2201,7%@2201,7%@2201,7%@2201,7%@2201,8%@2201,6%@2201,100%@2201] GR3D_FREQ 0% cpu@60.406C soc2@55.656C soc0@56.937C gpu@54.75C tj@60.406C soc1@57.312C VDD_GPU_SOC 5308mW/5251mW VDD_CPU_CV 3032mW/3119mW VIN_SYS_5V0 5124mW/5109mW
09-23-2026 17:24:13 RAM 7218/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,100%@2201] GR3D_FREQ 0% cpu@60.437C soc2@55.687C soc0@56.906C gpu@54.718C tj@60.437C soc1@57.343C VDD_GPU_SOC 5311mW/5255mW VDD_CPU_CV 3032mW/3113mW VIN_SYS_5V0 5124mW/5110mW
09-23-2026 17:24:14 RAM 7228/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,100%@2201] GR3D_FREQ 0% cpu@60.593C soc2@55.656C soc0@56.843C gpu@54.75C tj@60.593C soc1@57.375C VDD_GPU_SOC 4931mW/5233mW VDD_CPU_CV 3032mW/3108mW VIN_SYS_5V0 4823mW/5091mW
09-23-2026 17:24:15 RAM 7228/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,1%@2201,75%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,23%@2201] GR3D_FREQ 0% cpu@60.125C soc2@55.687C soc0@56.906C gpu@54.812C tj@60.125C soc1@57.375C VDD_GPU_SOC 4929mW/5214mW VDD_CPU_CV 3411mW/3127mW VIN_SYS_5V0 5024mW/5086mW
09-23-2026 17:24:16 RAM 7229/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.093C soc2@55.656C soc0@56.968C gpu@54.781C tj@60.187C soc1@57.312C VDD_GPU_SOC 4929mW/5198mW VDD_CPU_CV 3411mW/3143mW VIN_SYS_5V0 5024mW/5083mW
09-23-2026 17:24:17 RAM 7229/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,1%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.062C soc2@55.562C soc0@56.906C gpu@55.031C tj@60.062C soc1@57.375C VDD_GPU_SOC 4929mW/5183mW VDD_CPU_CV 3411mW/3158mW VIN_SYS_5V0 4923mW/5074mW
09-23-2026 17:24:18 RAM 7229/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.218C soc2@55.593C soc0@57.125C gpu@55.031C tj@60.218C soc1@57.218C VDD_GPU_SOC 5308mW/5189mW VDD_CPU_CV 3411mW/3172mW VIN_SYS_5V0 5024mW/5071mW
09-23-2026 17:24:19 RAM 7229/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.406C soc2@55.531C soc0@56.656C gpu@54.906C tj@60.406C soc1@57.187C VDD_GPU_SOC 5308mW/5195mW VDD_CPU_CV 3411mW/3184mW VIN_SYS_5V0 5024mW/5069mW
09-23-2026 17:24:20 RAM 7229/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.281C soc2@55.5C soc0@56.75C gpu@54.968C tj@60.281C soc1@57.156C VDD_GPU_SOC 5308mW/5201mW VDD_CPU_CV 3411mW/3194mW VIN_SYS_5V0 5024mW/5067mW
09-23-2026 17:24:21 RAM 7261/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.906C soc2@55.625C soc0@56.781C gpu@54.843C tj@59.906C soc1@57.25C VDD_GPU_SOC 5308mW/5205mW VDD_CPU_CV 3032mW/3187mW VIN_SYS_5V0 5024mW/5065mW
09-23-2026 17:24:22 RAM 7285/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,67%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,33%@2201] GR3D_FREQ 0% cpu@59.968C soc2@55.5C soc0@56.781C gpu@54.875C tj@59.968C soc1@57.218C VDD_GPU_SOC 5311mW/5210mW VDD_CPU_CV 3032mW/3180mW VIN_SYS_5V0 5224mW/5072mW
09-23-2026 17:24:23 RAM 7301/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [46%@2201,0%@2201,0%@2201,2%@2201,1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,54%@2201] GR3D_FREQ 0% cpu@60.156C soc2@55.718C soc0@56.781C gpu@54.843C tj@60.156C soc1@57.343C VDD_GPU_SOC 5308mW/5214mW VDD_CPU_CV 3032mW/3174mW VIN_SYS_5V0 5124mW/5074mW
09-23-2026 17:24:24 RAM 7322/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,3%@2201] GR3D_FREQ 0% cpu@60.031C soc2@55.75C soc0@56.843C gpu@54.937C tj@60.031C soc1@57C VDD_GPU_SOC 5308mW/5218mW VDD_CPU_CV 3032mW/3168mW VIN_SYS_5V0 5124mW/5076mW
09-23-2026 17:24:25 RAM 7336/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [99%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,8%@2201] GR3D_FREQ 0% cpu@60.218C soc2@55.75C soc0@56.531C gpu@54.843C tj@60.218C soc1@57.031C VDD_GPU_SOC 5308mW/5221mW VDD_CPU_CV 3032mW/3163mW VIN_SYS_5V0 5224mW/5082mW
09-23-2026 17:24:26 RAM 7354/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,12%@2201] GR3D_FREQ 0% cpu@59.843C soc2@55.687C soc0@56.562C gpu@54.906C tj@59.843C soc1@57C VDD_GPU_SOC 5308mW/5225mW VDD_CPU_CV 3032mW/3158mW VIN_SYS_5V0 5124mW/5083mW
09-23-2026 17:24:27 RAM 7383/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [100%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,4%@2201] GR3D_FREQ 0% cpu@59.843C soc2@55.625C soc0@56.593C gpu@54.937C tj@59.843C soc1@57.218C VDD_GPU_SOC 5311mW/5228mW VDD_CPU_CV 3032mW/3154mW VIN_SYS_5V0 5124mW/5085mW
09-23-2026 17:24:28 RAM 7393/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [48%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,51%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.625C soc2@55.312C soc0@56.625C gpu@54.843C tj@59.625C soc1@57.062C VDD_GPU_SOC 5311mW/5231mW VDD_CPU_CV 2653mW/3136mW VIN_SYS_5V0 5325mW/5093mW
09-23-2026 17:24:29 RAM 7502/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [59%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,40%@2201,0%@2201,2%@2201,0%@2201] GR3D_FREQ 0% cpu@59.843C soc2@55.5C soc0@56.562C gpu@54.875C tj@59.843C soc1@57.156C VDD_GPU_SOC 5308mW/5233mW VDD_CPU_CV 3032mW/3133mW VIN_SYS_5V0 5224mW/5097mW
09-23-2026 17:24:30 RAM 7580/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [50%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,50%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@59.781C soc2@55.187C soc0@56.5C gpu@54.312C tj@59.781C soc1@56.906C VDD_GPU_SOC 5308mW/5236mW VDD_CPU_CV 2653mW/3118mW VIN_SYS_5V0 5325mW/5105mW
09-23-2026 17:24:31 RAM 7643/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.531C soc2@55.125C soc0@56.375C gpu@54.218C tj@59.531C soc1@56.937C VDD_GPU_SOC 5308mW/5238mW VDD_CPU_CV 2653mW/3103mW VIN_SYS_5V0 5325mW/5112mW
09-23-2026 17:24:32 RAM 7680/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.781C soc2@55.187C soc0@56.437C gpu@54.25C tj@59.781C soc1@56.906C VDD_GPU_SOC 5308mW/5240mW VDD_CPU_CV 2653mW/3089mW VIN_SYS_5V0 5325mW/5118mW
09-23-2026 17:24:33 RAM 7717/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.531C soc2@55.156C soc0@56.406C gpu@54.187C tj@59.531C soc1@56.968C VDD_GPU_SOC 5311mW/5242mW VDD_CPU_CV 2653mW/3077mW VIN_SYS_5V0 5325mW/5124mW
09-23-2026 17:24:34 RAM 7769/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.593C soc2@55.125C soc0@56.468C gpu@54.156C tj@59.593C soc1@56.937C VDD_GPU_SOC 5311mW/5244mW VDD_CPU_CV 2653mW/3064mW VIN_SYS_5V0 5325mW/5130mW
09-23-2026 17:24:35 RAM 7812/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.718C soc2@55C soc0@56.343C gpu@54.187C tj@59.718C soc1@56.781C VDD_GPU_SOC 5308mW/5246mW VDD_CPU_CV 2653mW/3053mW VIN_SYS_5V0 5325mW/5135mW
09-23-2026 17:24:36 RAM 7819/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,4%@2201,0%@2201,1%@2201,18%@2201,0%@2201,0%@2201,0%@2201,82%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.187C soc2@55.031C soc0@56.343C gpu@54.375C tj@60.187C soc1@56.75C VDD_GPU_SOC 5311mW/5248mW VDD_CPU_CV 2653mW/3042mW VIN_SYS_5V0 5224mW/5138mW
09-23-2026 17:24:37 RAM 8032/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [12%@2201,13%@2201,13%@2201,13%@2201,100%@2201,13%@2201,13%@2201,13%@2201,13%@2201,14%@2201,14%@2201,14%@2201] GR3D_FREQ 0% cpu@60.687C soc2@55.093C soc0@56.343C gpu@54.437C tj@60.687C soc1@56.781C VDD_GPU_SOC 5308mW/5249mW VDD_CPU_CV 3411mW/3052mW VIN_SYS_5V0 5224mW/5140mW
09-23-2026 17:24:38 RAM 8071/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 0% cpu@60.531C soc2@55.156C soc0@56.343C gpu@54.375C tj@60.531C soc1@56.75C VDD_GPU_SOC 5311mW/5251mW VDD_CPU_CV 3032mW/3051mW VIN_SYS_5V0 5124mW/5139mW
09-23-2026 17:24:39 RAM 8111/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.5C soc2@55.093C soc0@56.312C gpu@54.343C tj@60.5C soc1@56.781C VDD_GPU_SOC 5311mW/5252mW VDD_CPU_CV 3032mW/3051mW VIN_SYS_5V0 5124mW/5139mW
09-23-2026 17:24:40 RAM 8159/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,54%@2201,0%@2201,1%@2201,46%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.843C soc2@55.25C soc0@56.312C gpu@54.468C tj@59.843C soc1@56.781C VDD_GPU_SOC 5311mW/5254mW VDD_CPU_CV 3032mW/3050mW VIN_SYS_5V0 5124mW/5139mW
09-23-2026 17:24:41 RAM 8184/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@59.906C soc2@55.062C soc0@56.406C gpu@54.375C tj@59.906C soc1@56.656C VDD_GPU_SOC 5311mW/5255mW VDD_CPU_CV 3032mW/3050mW VIN_SYS_5V0 5024mW/5136mW
09-23-2026 17:24:42 RAM 8194/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@60.156C soc2@55.031C soc0@56.218C gpu@54.312C tj@60.156C soc1@56.656C VDD_GPU_SOC 5311mW/5256mW VDD_CPU_CV 3032mW/3050mW VIN_SYS_5V0 4923mW/5131mW
09-23-2026 17:24:43 RAM 8227/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [6%@2201,100%@2201,6%@2201,6%@2201,7%@2201,6%@2201,7%@2201,6%@2201,7%@2201,7%@2201,7%@2201,6%@2201] GR3D_FREQ 0% cpu@59.781C soc2@55.093C soc0@56.187C gpu@54.343C tj@59.781C soc1@56.562C VDD_GPU_SOC 5311mW/5258mW VDD_CPU_CV 3032mW/3049mW VIN_SYS_5V0 5024mW/5129mW
09-23-2026 17:24:44 RAM 8252/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@60.093C soc2@55.062C soc0@56.218C gpu@54.406C tj@60.093C soc1@56.687C VDD_GPU_SOC 5311mW/5259mW VDD_CPU_CV 2653mW/3040mW VIN_SYS_5V0 5224mW/5131mW
09-23-2026 17:24:45 RAM 8284/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [2%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.812C soc2@55.062C soc0@56.187C gpu@54.406C tj@59.812C soc1@56.687C VDD_GPU_SOC 5308mW/5260mW VDD_CPU_CV 3032mW/3040mW VIN_SYS_5V0 5124mW/5131mW
09-23-2026 17:24:46 RAM 8300/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,99%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@59.906C soc2@55.031C soc0@56.281C gpu@54.406C tj@59.906C soc1@56.781C VDD_GPU_SOC 5311mW/5261mW VDD_CPU_CV 3032mW/3040mW VIN_SYS_5V0 5024mW/5128mW
09-23-2026 17:24:47 RAM 8322/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,66%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,33%@2201,0%@2201] GR3D_FREQ 0% cpu@59.468C soc2@54.687C soc0@56.343C gpu@54.281C tj@59.468C soc1@56.531C VDD_GPU_SOC 5311mW/5262mW VDD_CPU_CV 3032mW/3040mW VIN_SYS_5V0 5124mW/5128mW
09-23-2026 17:24:48 RAM 8336/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,0%@2201] GR3D_FREQ 0% cpu@59.343C soc2@54.687C soc0@56C gpu@54.375C tj@59.343C soc1@56.531C VDD_GPU_SOC 5311mW/5263mW VDD_CPU_CV 3032mW/3040mW VIN_SYS_5V0 5124mW/5128mW
09-23-2026 17:24:49 RAM 8353/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,100%@2201,1%@2201] GR3D_FREQ 0% cpu@59.437C soc2@54.687C soc0@56.031C gpu@54.343C tj@59.437C soc1@56.437C VDD_GPU_SOC 5311mW/5264mW VDD_CPU_CV 3032mW/3040mW VIN_SYS_5V0 5024mW/5126mW
09-23-2026 17:24:50 RAM 8376/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,3%@2201,100%@2201,0%@2201] GR3D_FREQ 0% cpu@59.093C soc2@54.718C soc0@56.031C gpu@53.812C tj@59.093C soc1@56.593C VDD_GPU_SOC 5311mW/5265mW VDD_CPU_CV 3032mW/3039mW VIN_SYS_5V0 5124mW/5126mW
09-23-2026 17:24:51 RAM 8392/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,99%@2201,0%@2201] GR3D_FREQ 0% cpu@59.156C soc2@54.718C soc0@56.093C gpu@53.843C tj@59.187C soc1@56.5C VDD_GPU_SOC 5311mW/5266mW VDD_CPU_CV 3032mW/3039mW VIN_SYS_5V0 5024mW/5124mW
09-23-2026 17:24:52 RAM 8529/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,6%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,93%@2201,0%@2201] GR3D_FREQ 0% cpu@59.156C soc2@54.781C soc0@56.125C gpu@53.812C tj@59.156C soc1@56.593C VDD_GPU_SOC 5311mW/5267mW VDD_CPU_CV 2653mW/3032mW VIN_SYS_5V0 5224mW/5126mW
09-23-2026 17:24:53 RAM 8593/30697MB (lfb 224x4MB) SWAP 471/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,76%@2201,2%@2201,2%@2201,1%@2201,2%@2201,3%@2201,22%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@59.406C soc2@54.656C soc0@56.312C gpu@53.812C tj@59.406C soc1@56.312C VDD_GPU_SOC 5308mW/5267mW VDD_CPU_CV 3032mW/3032mW VIN_SYS_5V0 5224mW/5128mW
