09-24-2026 01:02:37 RAM 7991/30697MB (lfb 206x4MB) SWAP 582/15348MB (cached 1MB) CPU [43%@2201,5%@2201,2%@2201,2%@2201,2%@2201,6%@2201,16%@2201,5%@2201,2%@2201,7%@2201,5%@2201,2%@2201] GR3D_FREQ 0% cpu@65.406C soc2@60.937C soc0@61.968C gpu@60.187C tj@65.406C soc1@62.343C VDD_GPU_SOC 5311mW/5311mW VDD_CPU_CV 2654mW/2654mW VIN_SYS_5V0 5124mW/5124mW
09-24-2026 01:03:01 RAM 14127/30697MB (lfb 9x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,99%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201] GR3D_FREQ 0% cpu@63.031C soc2@58.281C soc0@59.312C gpu@57.5C tj@63.031C soc1@59.75C VDD_GPU_SOC 5311mW/5477mW VDD_CPU_CV 3032mW/3017mW VIN_SYS_5V0 5124mW/5261mW
09-24-2026 01:03:02 RAM 14132/30697MB (lfb 8x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,0%@2201,49%@2201,0%@2201,48%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@63.687C soc2@58.312C soc0@59.375C gpu@57.468C tj@63.687C soc1@59.843C VDD_GPU_SOC 4931mW/5456mW VDD_CPU_CV 3412mW/3032mW VIN_SYS_5V0 5024mW/5251mW
09-24-2026 01:03:03 RAM 14131/30697MB (lfb 8x4MB) SWAP 582/15348MB (cached 1MB) CPU [54%@2201,0%@2201,0%@2201,0%@2201,44%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@62.593C soc2@58.5C soc0@59.25C gpu@57.406C tj@62.593C soc1@59.718C VDD_GPU_SOC 4931mW/5437mW VDD_CPU_CV 3411mW/3046mW VIN_SYS_5V0 5024mW/5243mW
09-24-2026 01:03:04 RAM 14132/30697MB (lfb 8x4MB) SWAP 582/15348MB (cached 1MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@62.656C soc2@58.531C soc0@59.281C gpu@57.156C tj@62.656C soc1@59.718C VDD_GPU_SOC 4931mW/5419mW VDD_CPU_CV 3411mW/3059mW VIN_SYS_5V0 5024mW/5235mW
09-24-2026 01:03:05 RAM 14132/30697MB (lfb 8x4MB) SWAP 582/15348MB (cached 1MB) CPU [98%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@62.562C soc2@58.343C soc0@59C gpu@57.062C tj@62.562C soc1@59.5C VDD_GPU_SOC 4931mW/5402mW VDD_CPU_CV 3411mW/3072mW VIN_SYS_5V0 5024mW/5228mW
09-24-2026 01:03:06 RAM 14132/30697MB (lfb 8x4MB) SWAP 582/15348MB (cached 1MB) CPU [99%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@62.687C soc2@58.25C soc0@58.968C gpu@56.968C tj@62.687C soc1@59.468C VDD_GPU_SOC 4931mW/5386mW VDD_CPU_CV 3411mW/3083mW VIN_SYS_5V0 5024mW/5221mW
09-24-2026 01:03:07 RAM 14132/30697MB (lfb 8x4MB) SWAP 582/15348MB (cached 1MB) CPU [98%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@62.218C soc2@58.187C soc0@58.906C gpu@56.937C tj@62.218C soc1@59.437C VDD_GPU_SOC 4931mW/5371mW VDD_CPU_CV 3411mW/3093mW VIN_SYS_5V0 5024mW/5215mW
09-24-2026 01:03:08 RAM 14133/30697MB (lfb 8x4MB) SWAP 582/15348MB (cached 1MB) CPU [99%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@62.656C soc2@58.062C soc0@58.937C gpu@56.812C tj@62.281C soc1@59.406C VDD_GPU_SOC 4931mW/5358mW VDD_CPU_CV 3411mW/3103mW VIN_SYS_5V0 5024mW/5209mW
09-24-2026 01:03:09 RAM 14146/30697MB (lfb 7x4MB) SWAP 582/15348MB (cached 1MB) CPU [100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@61.968C soc2@57.906C soc0@58.843C gpu@56.718C tj@61.968C soc1@59.406C VDD_GPU_SOC 5311mW/5356mW VDD_CPU_CV 2654mW/3090mW VIN_SYS_5V0 5224mW/5209mW
09-24-2026 01:03:10 RAM 14168/30697MB (lfb 3x4MB) SWAP 582/15348MB (cached 1MB) CPU [55%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,44%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@62.281C soc2@57.5C soc0@58.875C gpu@56.625C tj@62.281C soc1@59.125C VDD_GPU_SOC 5311mW/5355mW VDD_CPU_CV 3033mW/3088mW VIN_SYS_5V0 5124mW/5207mW
09-24-2026 01:03:11 RAM 14277/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,34%@2201,0%@2201,1%@2201,1%@2201,3%@2201,3%@2201,0%@2201,2%@2201,2%@2201,0%@2201,7%@2201] GR3D_FREQ 99% cpu@63.281C soc2@58.906C soc0@59.968C gpu@61.656C tj@63.281C soc1@59.218C VDD_GPU_SOC 28248mW/6009mW VDD_CPU_CV 2258mW/3064mW VIN_SYS_5V0 9947mW/5342mW
09-24-2026 01:03:12 RAM 14288/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,15%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@62.875C soc2@59.343C soc0@60.281C gpu@63.343C tj@63.343C soc1@59.5C VDD_GPU_SOC 31610mW/6720mW VDD_CPU_CV 1880mW/3032mW VIN_SYS_5V0 10064mW/5473mW
09-24-2026 01:03:13 RAM 14300/30697MB (lfb 10x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,5%@2201,0%@2201,0%@2201,0%@2201,3%@2201,1%@2201,0%@2201,1%@2201,1%@2201,2%@2201,0%@2201] GR3D_FREQ 88% cpu@63.656C soc2@59.5C soc0@60.281C gpu@62.718C tj@63.656C soc1@59.593C VDD_GPU_SOC 32725mW/7423mW VDD_CPU_CV 1504mW/2990mW VIN_SYS_5V0 10365mW/5606mW
09-24-2026 01:03:14 RAM 14312/30697MB (lfb 7x4MB) SWAP 582/15348MB (cached 1MB) CPU [3%@2201,17%@2201,0%@2201,2%@2201,2%@2201,3%@2201,2%@2201,1%@2201,1%@2201,0%@2201,2%@2201,1%@2201] GR3D_FREQ 99% cpu@63.468C soc2@59.562C soc0@60.375C gpu@62.75C tj@63.468C soc1@59.812C VDD_GPU_SOC 30858mW/8040mW VDD_CPU_CV 1504mW/2951mW VIN_SYS_5V0 10449mW/5733mW
09-24-2026 01:03:15 RAM 14320/30697MB (lfb 7x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,13%@2201,1%@2201,1%@2201,0%@2201,1%@2201,2%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@63.75C soc2@59.968C soc0@60.906C gpu@64.187C tj@64.187C soc1@60.062C VDD_GPU_SOC 33102mW/8682mW VDD_CPU_CV 1504mW/2914mW VIN_SYS_5V0 10164mW/5847mW
09-24-2026 01:03:16 RAM 14332/30697MB (lfb 6x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,9%@2201,0%@2201,0%@2201,0%@2201,2%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,2%@2201] GR3D_FREQ 99% cpu@64.468C soc2@59.812C soc0@60.718C gpu@62.812C tj@64.468C soc1@60.187C VDD_GPU_SOC 31610mW/9256mW VDD_CPU_CV 1880mW/2888mW VIN_SYS_5V0 10349mW/5959mW
09-24-2026 01:03:17 RAM 14338/30697MB (lfb 6x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,12%@2201,0%@2201,1%@2201,0%@2201,3%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 92% cpu@64.187C soc2@59.968C soc0@60.656C gpu@63.75C tj@64.187C soc1@60C VDD_GPU_SOC 31234mW/9792mW VDD_CPU_CV 1504mW/2854mW VIN_SYS_5V0 10265mW/6064mW
09-24-2026 01:03:18 RAM 14345/30697MB (lfb 6x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,13%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 96% cpu@64.406C soc2@60.125C soc0@60.937C gpu@63.937C tj@64.406C soc1@60.062C VDD_GPU_SOC 33464mW/10355mW VDD_CPU_CV 1504mW/2822mW VIN_SYS_5V0 10164mW/6162mW
09-24-2026 01:03:19 RAM 14346/30697MB (lfb 6x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,15%@2201,0%@2201,0%@2201,0%@2201,2%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@64.187C soc2@60.093C soc0@60.843C gpu@63.25C tj@64.187C soc1@60.25C VDD_GPU_SOC 31221mW/10840mW VDD_CPU_CV 1880mW/2800mW VIN_SYS_5V0 10449mW/6262mW
09-24-2026 01:03:20 RAM 14343/30697MB (lfb 6x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,4%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@64.25C soc2@60.312C soc0@61.125C gpu@64.25C tj@64.25C soc1@60.312C VDD_GPU_SOC 31987mW/11321mW VDD_CPU_CV 1504mW/2771mW VIN_SYS_5V0 10265mW/6352mW
09-24-2026 01:03:21 RAM 14374/30697MB (lfb 11x4MB) SWAP 582/15348MB (cached 1MB) CPU [3%@2201,21%@2201,0%@2201,0%@2201,1%@2201,3%@2201,1%@2201,2%@2201,2%@2201,2%@2201,0%@2201,6%@2201] GR3D_FREQ 99% cpu@64.375C soc2@60.468C soc0@61.343C gpu@64.843C tj@64.843C soc1@60.437C VDD_GPU_SOC 31610mW/11772mW VDD_CPU_CV 1880mW/2751mW VIN_SYS_5V0 9460mW/6422mW
09-24-2026 01:03:22 RAM 14380/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,25%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,2%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@64.406C soc2@60.406C soc0@61.406C gpu@64.812C tj@64.812C soc1@60.312C VDD_GPU_SOC 31610mW/12203mW VDD_CPU_CV 1881mW/2732mW VIN_SYS_5V0 9460mW/6488mW
09-24-2026 01:03:23 RAM 14380/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,14%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 96% cpu@64.625C soc2@60.5C soc0@61.218C gpu@64.156C tj@64.625C soc1@60.406C VDD_GPU_SOC 33102mW/12648mW VDD_CPU_CV 1504mW/2706mW VIN_SYS_5V0 10064mW/6564mW
09-24-2026 01:03:24 RAM 14381/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,30%@2201,2%@2201,0%@2201,0%@2201,2%@2201,1%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.468C soc0@61.062C gpu@63.625C tj@64.656C soc1@60.437C VDD_GPU_SOC 31610mW/13043mW VDD_CPU_CV 1880mW/2689mW VIN_SYS_5V0 10550mW/6647mW
09-24-2026 01:03:25 RAM 14381/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,5%@2201,0%@2201,0%@2201,0%@2201,2%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@64.406C soc2@60.531C soc0@61.312C gpu@64.812C tj@64.812C soc1@60.468C VDD_GPU_SOC 32349mW/13437mW VDD_CPU_CV 1504mW/2665mW VIN_SYS_5V0 10248mW/6720mW
09-24-2026 01:03:26 RAM 14383/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,13%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@64.468C soc2@60.593C soc0@61.281C gpu@64.093C tj@64.468C soc1@60.656C VDD_GPU_SOC 33102mW/13830mW VDD_CPU_CV 1504mW/2641mW VIN_SYS_5V0 10064mW/6787mW
09-24-2026 01:03:27 RAM 14383/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [1%@2201,16%@2201,0%@2201,0%@2201,0%@2201,3%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 99% cpu@64.781C soc2@60.687C soc0@61.312C gpu@63.75C tj@64.781C soc1@60.75C VDD_GPU_SOC 31597mW/14179mW VDD_CPU_CV 1880mW/2626mW VIN_SYS_5V0 10349mW/6857mW
09-24-2026 01:03:28 RAM 14383/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,4%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@64.843C soc2@60.656C soc0@61.375C gpu@64.906C tj@64.906C soc1@60.562C VDD_GPU_SOC 32349mW/14528mW VDD_CPU_CV 1504mW/2605mW VIN_SYS_5V0 10164mW/6921mW
09-24-2026 01:03:29 RAM 14384/30697MB (lfb 12x4MB) SWAP 582/15348MB (cached 1MB) CPU [0%@2201,14%@2201,0%@2201,0%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.687C soc0@61.281C gpu@63.843C tj@64.656C soc1@60.562C VDD_GPU_SOC 33102mW/14878mW VDD_CPU_CV 1504mW/2584mW VIN_SYS_5V0 10567mW/6989mW
09-24-2026 01:03:30 RAM 14382/30697MB (lfb 11x4MB) SWAP 582/15348MB (cached 1MB) CPU [2%@2201,14%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 99% cpu@64.656C soc2@60.5C soc0@61.312C gpu@63.843C tj@64.656C soc1@60.593C VDD_GPU_SOC 30858mW/15174mW VDD_CPU_CV 1880mW/2571mW VIN_SYS_5V0 10349mW/7052mW
