09-23-2026 12:05:06 RAM 13470/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [15%@2201,13%@2201,12%@2201,13%@2201,12%@2201,9%@2201,9%@2201,12%@2201,10%@2201,32%@2201,21%@2201,10%@2201] GR3D_FREQ 0% cpu@68.687C soc2@62.531C soc0@63.281C gpu@61.531C tj@68.687C soc1@63.718C VDD_GPU_SOC 5304mW/5304mW VDD_CPU_CV 4544mW/4544mW VIN_SYS_5V0 5124mW/5124mW
09-23-2026 12:05:17 RAM 13753/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,99%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@65.343C soc2@60.875C soc0@62.031C gpu@59.937C tj@65.343C soc1@62.375C VDD_GPU_SOC 5308mW/5307mW VDD_CPU_CV 3031mW/3188mW VIN_SYS_5V0 5024mW/5149mW
09-23-2026 12:05:18 RAM 13770/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [7%@2201,8%@2201,7%@2201,7%@2201,7%@2201,8%@2201,7%@2201,7%@2201,7%@2201,100%@2201,7%@2201,8%@2201] GR3D_FREQ 0% cpu@65.25C soc2@60.812C soc0@61.968C gpu@59.906C tj@65.25C soc1@62.343C VDD_GPU_SOC 5306mW/5306mW VDD_CPU_CV 3031mW/3176mW VIN_SYS_5V0 5325mW/5163mW
09-23-2026 12:05:19 RAM 13799/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,6%@2201,1%@2201,99%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@65.187C soc2@60.593C soc0@61.812C gpu@59.812C tj@65.187C soc1@62.406C VDD_GPU_SOC 5306mW/5306mW VDD_CPU_CV 3409mW/3193mW VIN_SYS_5V0 5224mW/5167mW
09-23-2026 12:05:20 RAM 13808/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,99%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@65.125C soc2@60.5C soc0@61.875C gpu@59.718C tj@65.125C soc1@62.093C VDD_GPU_SOC 5308mW/5307mW VDD_CPU_CV 3031mW/3182mW VIN_SYS_5V0 5124mW/5164mW
09-23-2026 12:05:21 RAM 13812/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,0%@2201,2%@2201,0%@2201,1%@2201,46%@2201,1%@2201,51%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@65.437C soc2@60.468C soc0@61.562C gpu@59.593C tj@65.437C soc1@61.875C VDD_GPU_SOC 5308mW/5307mW VDD_CPU_CV 3409mW/3196mW VIN_SYS_5V0 5024mW/5155mW
09-23-2026 12:05:22 RAM 13812/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@65.093C soc2@60.312C soc0@61.468C gpu@59.531C tj@65.093C soc1@61.937C VDD_GPU_SOC 5308mW/5307mW VDD_CPU_CV 3409mW/3209mW VIN_SYS_5V0 5024mW/5148mW
09-23-2026 12:05:23 RAM 13813/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,100%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.906C soc2@60.312C soc0@61.375C gpu@59.437C tj@64.906C soc1@61.875C VDD_GPU_SOC 5308mW/5307mW VDD_CPU_CV 3409mW/3220mW VIN_SYS_5V0 5024mW/5141mW
09-23-2026 12:05:24 RAM 13813/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.875C soc2@60.281C soc0@61.375C gpu@59.406C tj@64.875C soc1@61.843C VDD_GPU_SOC 4929mW/5287mW VDD_CPU_CV 3409mW/3230mW VIN_SYS_5V0 5024mW/5135mW
09-23-2026 12:05:25 RAM 13814/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.906C soc2@60.062C soc0@61.218C gpu@59.25C tj@64.906C soc1@61.875C VDD_GPU_SOC 5308mW/5288mW VDD_CPU_CV 3409mW/3239mW VIN_SYS_5V0 5124mW/5134mW
09-23-2026 12:05:26 RAM 13814/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [2%@2201,0%@2201,1%@2201,2%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.75C soc2@59.968C soc0@61.093C gpu@59.218C tj@65.062C soc1@61.531C VDD_GPU_SOC 5308mW/5289mW VDD_CPU_CV 3409mW/3247mW VIN_SYS_5V0 5024mW/5129mW
09-23-2026 12:05:27 RAM 13815/30697MB (lfb 146x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.812C soc2@59.906C soc0@60.968C gpu@59.093C tj@64.812C soc1@61.437C VDD_GPU_SOC 5308mW/5290mW VDD_CPU_CV 3409mW/3254mW VIN_SYS_5V0 5024mW/5124mW
09-23-2026 12:05:28 RAM 16173/30697MB (lfb 47x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,97%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.375C soc2@59.906C soc0@61C gpu@59.093C tj@64.375C soc1@61.375C VDD_GPU_SOC 5308mW/5291mW VDD_CPU_CV 2652mW/3228mW VIN_SYS_5V0 5325mW/5133mW
09-23-2026 12:05:29 RAM 17407/30697MB (lfb 19x4MB) SWAP 2516/15348MB (cached 0MB) CPU [12%@2201,0%@2201,1%@2201,19%@2201,1%@2201,0%@2201,1%@2201,100%@2201,0%@2201,0%@2201,29%@2201,1%@2201] GR3D_FREQ 0% cpu@64.468C soc2@59.812C soc0@60.968C gpu@59.062C tj@64.468C soc1@61.375C VDD_GPU_SOC 5306mW/5291mW VDD_CPU_CV 3787mW/3251mW VIN_SYS_5V0 5727mW/5158mW
09-23-2026 12:05:30 RAM 13844/30697MB (lfb 293x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.312C soc2@59.75C soc0@60.906C gpu@58.718C tj@64.312C soc1@61.312C VDD_GPU_SOC 5308mW/5292mW VDD_CPU_CV 2652mW/3227mW VIN_SYS_5V0 5425mW/5168mW
09-23-2026 12:05:31 RAM 19401/30697MB (lfb 33x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,34%@2201,1%@2201,1%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.562C soc2@59.656C soc0@60.937C gpu@58.781C tj@64.562C soc1@61.093C VDD_GPU_SOC 5685mW/5307mW VDD_CPU_CV 3408mW/3234mW VIN_SYS_5V0 5928mW/5197mW
09-23-2026 12:05:32 RAM 23905/30697MB (lfb 2x4MB) SWAP 2516/15348MB (cached 0MB) CPU [39%@2201,1%@2201,4%@2201,3%@2201,0%@2201,0%@2201,2%@2201,100%@2201,47%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@64.375C soc2@59.562C soc0@60.593C gpu@58.625C tj@64.375C soc1@61.156C VDD_GPU_SOC 5306mW/5307mW VDD_CPU_CV 4165mW/3269mW VIN_SYS_5V0 5827mW/5221mW
09-23-2026 12:05:33 RAM 23945/30697MB (lfb 10x4MB) SWAP 2516/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,6%@2201,0%@2201,0%@2201,0%@2201,100%@2201,41%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 6% cpu@64.218C soc2@59.5C soc0@60.531C gpu@58.593C tj@64.218C soc1@61.062C VDD_GPU_SOC 5306mW/5307mW VDD_CPU_CV 3787mW/3287mW VIN_SYS_5V0 5124mW/5217mW
09-23-2026 12:05:34 RAM 23949/30697MB (lfb 23x4MB) SWAP 2516/15348MB (cached 0MB) CPU [5%@2201,1%@2201,0%@2201,100%@2201,0%@2201,9%@2201,0%@2201,62%@2201,1%@2201,4%@2201,0%@2201,8%@2201] GR3D_FREQ 6% cpu@64.281C soc2@59.531C soc0@60.531C gpu@58.656C tj@64.281C soc1@61.062C VDD_GPU_SOC 5680mW/5320mW VDD_CPU_CV 3785mW/3305mW VIN_SYS_5V0 5827mW/5238mW
09-23-2026 12:05:35 RAM 23953/30697MB (lfb 23x4MB) SWAP 2516/15348MB (cached 0MB) CPU [6%@2201,1%@2201,0%@2201,68%@2201,7%@2201,0%@2201,1%@2201,12%@2201,25%@2201,22%@2201,14%@2201,0%@2201] GR3D_FREQ 10% cpu@63.843C soc2@59.468C soc0@60.562C gpu@58.562C tj@63.937C soc1@61.062C VDD_GPU_SOC 6062mW/5345mW VDD_CPU_CV 3407mW/3308mW VIN_SYS_5V0 5626mW/5251mW
09-23-2026 12:05:36 RAM 23952/30697MB (lfb 7x4MB) SWAP 2516/15348MB (cached 0MB) CPU [5%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,39%@2201,20%@2201,5%@2201,18%@2201,0%@2201,0%@2201] GR3D_FREQ 6% cpu@64C soc2@59.5C soc0@60.531C gpu@58.375C tj@64C soc1@60.968C VDD_GPU_SOC 5685mW/5356mW VDD_CPU_CV 2651mW/3287mW VIN_SYS_5V0 5425mW/5257mW
09-23-2026 12:05:37 RAM 23936/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [7%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,63%@2201,15%@2201,7%@2201,5%@2201,19%@2201,0%@2201] GR3D_FREQ 5% cpu@63.906C soc2@59.218C soc0@60.187C gpu@58.375C tj@63.906C soc1@60.75C VDD_GPU_SOC 5683mW/5366mW VDD_CPU_CV 3028mW/3279mW VIN_SYS_5V0 5526mW/5265mW
09-23-2026 12:05:38 RAM 23939/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [11%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,31%@2201,1%@2201,53%@2201,25%@2201] GR3D_FREQ 6% cpu@64.062C soc2@59.218C soc0@60.125C gpu@58.312C tj@64.062C soc1@60.687C VDD_GPU_SOC 5683mW/5375mW VDD_CPU_CV 3028mW/3271mW VIN_SYS_5V0 5526mW/5273mW
09-23-2026 12:05:39 RAM 23937/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [24%@2201,68%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201,21%@2201,0%@2201] GR3D_FREQ 7% cpu@63.875C soc2@59.187C soc0@60.218C gpu@58.5C tj@63.875C soc1@60.656C VDD_GPU_SOC 5683mW/5384mW VDD_CPU_CV 3028mW/3264mW VIN_SYS_5V0 5526mW/5281mW
09-23-2026 12:05:40 RAM 23936/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [34%@2201,1%@2201,0%@2201,73%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,25%@2201,1%@2201] GR3D_FREQ 6% cpu@63.625C soc2@59.156C soc0@60.156C gpu@58.437C tj@63.625C soc1@60.687C VDD_GPU_SOC 5683mW/5393mW VDD_CPU_CV 3407mW/3268mW VIN_SYS_5V0 5626mW/5290mW
09-23-2026 12:05:41 RAM 23943/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [18%@2201,1%@2201,0%@2201,25%@2201,13%@2201,8%@2201,0%@2201,0%@2201,26%@2201,2%@2201,16%@2201,2%@2201] GR3D_FREQ 6% cpu@63.468C soc2@59.093C soc0@60.093C gpu@58.406C tj@63.468C soc1@60.718C VDD_GPU_SOC 5683mW/5401mW VDD_CPU_CV 3028mW/3261mW VIN_SYS_5V0 5526mW/5297mW
09-23-2026 12:05:42 RAM 23941/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [4%@2201,0%@2201,0%@2201,1%@2201,5%@2201,3%@2201,6%@2201,18%@2201,35%@2201,6%@2201,20%@2201,1%@2201] GR3D_FREQ 5% cpu@63.656C soc2@58.906C soc0@59.937C gpu@58.375C tj@63.656C soc1@60.437C VDD_GPU_SOC 5683mW/5409mW VDD_CPU_CV 3029mW/3255mW VIN_SYS_5V0 5425mW/5300mW
09-23-2026 12:05:43 RAM 23942/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [26%@2201,0%@2201,40%@2201,8%@2201,0%@2201,0%@2201,8%@2201,8%@2201,0%@2201,2%@2201,20%@2201,0%@2201] GR3D_FREQ 6% cpu@63.875C soc2@59.031C soc0@59.875C gpu@58.281C tj@63.875C soc1@60.468C VDD_GPU_SOC 5683mW/5416mW VDD_CPU_CV 3028mW/3249mW VIN_SYS_5V0 5526mW/5306mW
09-23-2026 12:05:44 RAM 24011/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [22%@2201,0%@2201,27%@2201,0%@2201,51%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,10%@2201,0%@2201] GR3D_FREQ 0% cpu@63.968C soc2@58.875C soc0@59.875C gpu@58.125C tj@63.812C soc1@60.281C VDD_GPU_SOC 5306mW/5413mW VDD_CPU_CV 3031mW/3243mW VIN_SYS_5V0 5325mW/5307mW
09-23-2026 12:05:45 RAM 24131/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,4%@2201] GR3D_FREQ 0% cpu@63.75C soc2@58.75C soc0@59.843C gpu@58.062C tj@63.75C soc1@60.312C VDD_GPU_SOC 5308mW/5410mW VDD_CPU_CV 3031mW/3238mW VIN_SYS_5V0 5425mW/5310mW
09-23-2026 12:05:46 RAM 24219/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [5%@2201,5%@2201,5%@2201,12%@2201,83%@2201,11%@2201,6%@2201,5%@2201,5%@2201,6%@2201,11%@2201,7%@2201] GR3D_FREQ 1% cpu@63.625C soc2@58.843C soc0@59.75C gpu@58.125C tj@63.625C soc1@60.406C VDD_GPU_SOC 5306mW/5408mW VDD_CPU_CV 3787mW/3252mW VIN_SYS_5V0 5526mW/5315mW
09-23-2026 12:05:47 RAM 24983/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [2%@2201,0%@2201,70%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,16%@2201] GR3D_FREQ 97% cpu@63.5C soc2@59.843C soc0@60.812C gpu@63.312C tj@63.5C soc1@60.218C VDD_GPU_SOC 23351mW/5835mW VDD_CPU_CV 2258mW/3228mW VIN_SYS_5V0 8641mW/5394mW
09-23-2026 12:05:48 RAM 25023/30697MB (lfb 3x4MB) SWAP 2516/15348MB (cached 0MB) CPU [1%@2201,0%@2201,84%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,4%@2201,1%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@63.687C soc2@58.812C soc0@59.843C gpu@58.093C tj@63.687C soc1@60.218C VDD_GPU_SOC 8331mW/5893mW VDD_CPU_CV 3027mW/3223mW VIN_SYS_5V0 5626mW/5400mW
09-23-2026 12:05:49 RAM 25213/30697MB (lfb 3x4MB) SWAP 2521/15348MB (cached 0MB) CPU [1%@2201,0%@2201,27%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,9%@2201,1%@2201,0%@2201,5%@2201] GR3D_FREQ 99% cpu@64.187C soc2@60.406C soc0@61.187C gpu@64.375C tj@64.375C soc1@60.468C VDD_GPU_SOC 34518mW/6544mW VDD_CPU_CV 1875mW/3193mW VIN_SYS_5V0 10851mW/5524mW
09-23-2026 12:05:50 RAM 25198/30697MB (lfb 2x4MB) SWAP 2521/15348MB (cached 0MB) CPU [4%@2201,0%@2201,4%@2201,24%@2201,28%@2201,1%@2201,13%@2201,31%@2201,0%@2201,1%@2201,0%@2201,26%@2201] GR3D_FREQ 46% cpu@63.937C soc2@59.218C soc0@60.218C gpu@59.281C tj@63.937C soc1@60.406C VDD_GPU_SOC 11342mW/6650mW VDD_CPU_CV 3401mW/3197mW VIN_SYS_5V0 6531mW/5546mW
09-23-2026 12:05:51 RAM 24921/30697MB (lfb 2x4MB) SWAP 2521/15348MB (cached 0MB) CPU [2%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,99%@2201,0%@2201,2%@2201,1%@2201,0%@2201,17%@2201] GR3D_FREQ 0% cpu@63.593C soc2@58.968C soc0@59.937C gpu@58.125C tj@63.593C soc1@60.281C VDD_GPU_SOC 5685mW/6629mW VDD_CPU_CV 2652mW/3185mW VIN_SYS_5V0 5626mW/5548mW
09-23-2026 12:05:52 RAM 24922/30697MB (lfb 2x4MB) SWAP 2521/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,99%@2201,1%@2201,0%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@63.375C soc2@58.75C soc0@59.906C gpu@58.031C tj@63.375C soc1@60.343C VDD_GPU_SOC 5308mW/6601mW VDD_CPU_CV 2273mW/3166mW VIN_SYS_5V0 5425mW/5545mW
09-23-2026 12:05:53 RAM 23421/30697MB (lfb 2x4MB) SWAP 2521/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,3%@2201,0%@2201,0%@2201,32%@2201,0%@2201,64%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@63C soc2@58.468C soc0@59.875C gpu@57.843C tj@63C soc1@60.093C VDD_GPU_SOC 5308mW/6574mW VDD_CPU_CV 3031mW/3163mW VIN_SYS_5V0 5224mW/5538mW
09-23-2026 12:05:54 RAM 13213/30697MB (lfb 353x4MB) SWAP 2521/15348MB (cached 0MB) CPU [3%@2201,2%@2201,2%@2201,76%@2201,2%@2201,4%@2201,5%@2201,2%@2201,60%@2201,6%@2201,5%@2201,4%@2201] GR3D_FREQ 0% cpu@63.031C soc2@58.437C soc0@59.562C gpu@57.75C tj@63.031C soc1@59.937C VDD_GPU_SOC 5306mW/6548mW VDD_CPU_CV 3031mW/3160mW VIN_SYS_5V0 5224mW/5532mW
