09-23-2026 15:33:31 RAM 7095/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [10%@2201,12%@2201,14%@2201,9%@2201,18%@2201,9%@2201,11%@2201,19%@2201,53%@2201,9%@2201,9%@2201,8%@2201] GR3D_FREQ 0% cpu@53.625C soc2@48.875C soc0@50.437C gpu@48.375C tj@53.625C soc1@50.343C VDD_GPU_SOC 5311mW/5311mW VDD_CPU_CV 3792mW/3792mW VIN_SYS_5V0 5024mW/5024mW
09-23-2026 15:33:47 RAM 7399/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@54.812C soc2@49.093C soc0@50.468C gpu@48.437C tj@54.812C soc1@50.468C VDD_GPU_SOC 4933mW/5179mW VDD_CPU_CV 3412mW/3122mW VIN_SYS_5V0 4923mW/5018mW
09-23-2026 15:33:48 RAM 7400/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@55.093C soc2@49.125C soc0@50.531C gpu@48.468C tj@55.093C soc1@50.5C VDD_GPU_SOC 4933mW/5165mW VDD_CPU_CV 3412mW/3138mW VIN_SYS_5V0 4823mW/5007mW
09-23-2026 15:33:49 RAM 7401/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@54.812C soc2@49.125C soc0@50.468C gpu@48.5C tj@54.812C soc1@50.562C VDD_GPU_SOC 4933mW/5153mW VDD_CPU_CV 3412mW/3153mW VIN_SYS_5V0 4923mW/5003mW
09-23-2026 15:33:50 RAM 7402/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,3%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@54.937C soc2@49.218C soc0@50.562C gpu@48.562C tj@54.937C soc1@50.687C VDD_GPU_SOC 4933mW/5142mW VDD_CPU_CV 3412mW/3166mW VIN_SYS_5V0 4923mW/4999mW
09-23-2026 15:33:51 RAM 7403/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@55.062C soc2@49C soc0@50.75C gpu@48.656C tj@55.062C soc1@50.437C VDD_GPU_SOC 4933mW/5132mW VDD_CPU_CV 3412mW/3177mW VIN_SYS_5V0 4923mW/4995mW
09-23-2026 15:33:52 RAM 7430/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,100%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@54.718C soc2@49.093C soc0@50.5C gpu@48.718C tj@54.718C soc1@50.468C VDD_GPU_SOC 4931mW/5123mW VDD_CPU_CV 3033mW/3171mW VIN_SYS_5V0 5024mW/4996mW
09-23-2026 15:33:53 RAM 10984/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [10%@2201,0%@2201,1%@2201,2%@2201,0%@2201,98%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,3%@2201] GR3D_FREQ 0% cpu@54.468C soc2@49.031C soc0@50.468C gpu@48.625C tj@54.468C soc1@50.531C VDD_GPU_SOC 5313mW/5131mW VDD_CPU_CV 3033mW/3165mW VIN_SYS_5V0 5124mW/5002mW
09-23-2026 15:33:54 RAM 11000/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [6%@2201,0%@2201,0%@2201,1%@2201,13%@2201,68%@2201,0%@2201,9%@2201,0%@2201,6%@2201,0%@2201,0%@2201] GR3D_FREQ 6% cpu@53.968C soc2@49.125C soc0@50.437C gpu@48.75C tj@53.968C soc1@50.562C VDD_GPU_SOC 5688mW/5154mW VDD_CPU_CV 2652mW/3143mW VIN_SYS_5V0 5325mW/5015mW
09-23-2026 15:33:55 RAM 11016/30697MB (lfb 413x4MB) SWAP 414/15348MB (cached 0MB) CPU [46%@2201,3%@2201,0%@2201,0%@2201,11%@2201,0%@2201,0%@2201,29%@2201,8%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 11% cpu@54.25C soc2@49.218C soc0@50.656C gpu@48.562C tj@54.25C soc1@50.593C VDD_GPU_SOC 5688mW/5175mW VDD_CPU_CV 2652mW/3124mW VIN_SYS_5V0 5425mW/5032mW
09-23-2026 15:33:56 RAM 11016/30697MB (lfb 380x4MB) SWAP 414/15348MB (cached 0MB) CPU [18%@2201,21%@2201,0%@2201,1%@2201,62%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,2%@2201] GR3D_FREQ 6% cpu@53.906C soc2@49.281C soc0@50.593C gpu@48.5C tj@53.906C soc1@50.687C VDD_GPU_SOC 5688mW/5195mW VDD_CPU_CV 2652mW/3106mW VIN_SYS_5V0 5425mW/5047mW
09-23-2026 15:33:57 RAM 11034/30697MB (lfb 322x4MB) SWAP 414/15348MB (cached 0MB) CPU [35%@2201,5%@2201,5%@2201,1%@2201,1%@2201,15%@2201,1%@2201,0%@2201,15%@2201,3%@2201,1%@2201,8%@2201] GR3D_FREQ 5% cpu@53.843C soc2@49.093C soc0@50.75C gpu@48.562C tj@53.843C soc1@50.531C VDD_GPU_SOC 5688mW/5213mW VDD_CPU_CV 2652mW/3089mW VIN_SYS_5V0 5325mW/5057mW
09-23-2026 15:33:58 RAM 11051/30697MB (lfb 62x4MB) SWAP 414/15348MB (cached 0MB) CPU [6%@2201,0%@2201,0%@2201,0%@2201,25%@2201,9%@2201,1%@2201,26%@2201,0%@2201,5%@2201,1%@2201,0%@2201] GR3D_FREQ 5% cpu@54.437C soc2@49.062C soc0@50.531C gpu@48.593C tj@54.437C soc1@50.531C VDD_GPU_SOC 5688mW/5230mW VDD_CPU_CV 2653mW/3073mW VIN_SYS_5V0 5325mW/5067mW
09-23-2026 15:33:59 RAM 11206/30697MB (lfb 62x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,95%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@54.218C soc2@49.125C soc0@50.562C gpu@48.5C tj@54.218C soc1@50.531C VDD_GPU_SOC 5313mW/5233mW VDD_CPU_CV 2654mW/3059mW VIN_SYS_5V0 5224mW/5072mW
09-23-2026 15:34:00 RAM 11382/30697MB (lfb 62x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,3%@2201,2%@2201,1%@2201,3%@2201,43%@2201,3%@2201,2%@2201,58%@2201,3%@2201,1%@2201,2%@2201] GR3D_FREQ 11% cpu@53.718C soc2@49.125C soc0@50.531C gpu@48.656C tj@53.718C soc1@50.656C VDD_GPU_SOC 5311mW/5236mW VDD_CPU_CV 3033mW/3058mW VIN_SYS_5V0 5224mW/5077mW
09-23-2026 15:34:01 RAM 11787/30697MB (lfb 62x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,2%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,59%@2201,33%@2201,1%@2201,0%@2201] GR3D_FREQ 0% cpu@53.937C soc2@49.312C soc0@50.812C gpu@48.781C tj@53.937C soc1@50.75C VDD_GPU_SOC 7959mW/5324mW VDD_CPU_CV 3031mW/3057mW VIN_SYS_5V0 5425mW/5088mW
09-23-2026 15:34:02 RAM 11970/30697MB (lfb 62x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,85%@2201,1%@2201,1%@2201,3%@2201] GR3D_FREQ 87% cpu@54.468C soc2@50.312C soc0@51.906C gpu@54.125C tj@54.468C soc1@51.031C VDD_GPU_SOC 23371mW/5888mW VDD_CPU_CV 2638mW/3044mW VIN_SYS_5V0 9143mW/5215mW
09-23-2026 15:34:03 RAM 11978/30697MB (lfb 62x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,74%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 88% cpu@55.375C soc2@51.031C soc0@52.25C gpu@55.187C tj@55.375C soc1@51.062C VDD_GPU_SOC 30430mW/6631mW VDD_CPU_CV 2255mW/3020mW VIN_SYS_5V0 10048mW/5362mW
09-23-2026 15:34:04 RAM 11979/30697MB (lfb 62x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,0%@2201,0%@2201,12%@2201,0%@2201,1%@2201,65%@2201] GR3D_FREQ 38% cpu@55.656C soc2@50.937C soc0@52.281C gpu@53.312C tj@55.406C soc1@51.312C VDD_GPU_SOC 28212mW/7266mW VDD_CPU_CV 2632mW/3009mW VIN_SYS_5V0 9746mW/5491mW
09-23-2026 15:34:05 RAM 11978/30697MB (lfb 63x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,2%@2201,0%@2201,1%@2201,0%@2201,2%@2201,3%@2201,35%@2201,1%@2201,37%@2201,5%@2201] GR3D_FREQ 18% cpu@55.625C soc2@50.937C soc0@52.218C gpu@52.531C tj@55.625C soc1@51.468C VDD_GPU_SOC 25611mW/7790mW VDD_CPU_CV 2635mW/2998mW VIN_SYS_5V0 9847mW/5615mW
09-23-2026 15:34:06 RAM 11985/30697MB (lfb 63x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,3%@2201,2%@2201,1%@2201,10%@2201,1%@2201,1%@2201,1%@2201,84%@2201,0%@2201] GR3D_FREQ 0% cpu@55.406C soc2@50.187C soc0@51.5C gpu@49.968C tj@55.406C soc1@51.531C VDD_GPU_SOC 7204mW/7774mW VDD_CPU_CV 2652mW/2988mW VIN_SYS_5V0 5626mW/5615mW
09-23-2026 15:34:07 RAM 11982/30697MB (lfb 63x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,100%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 0% cpu@54.906C soc2@49.968C soc0@51.437C gpu@49.5C tj@54.906C soc1@51.531C VDD_GPU_SOC 5313mW/7707mW VDD_CPU_CV 2275mW/2969mW VIN_SYS_5V0 5325mW/5607mW
09-23-2026 15:34:08 RAM 10853/30697MB (lfb 63x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,6%@2201,1%@2201,1%@2201,1%@2201,0%@2201,94%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@54.968C soc2@49.906C soc0@51.406C gpu@49.281C tj@54.968C soc1@51.25C VDD_GPU_SOC 5313mW/7644mW VDD_CPU_CV 2275mW/2951mW VIN_SYS_5V0 5224mW/5597mW
