0.00.000.596 I srv  llama_server: initializing ...
0.00.010.944 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.011.579 W srv  llama_server: security: no API key is set and CORS allows all origins (see https://github.com/ggml-org/llama.cpp/pull/25655)
0.00.014.913 I srv    load_model: loading model '/opt/hf-cache/hub/models--ggml-org--Qwen2.5-VL-3B-Instruct-GGUF/snapshots/5037fcf163dd95d1e41d1974465f0898ed108ca2/Qwen2.5-VL-3B-Instruct-Q4_K_M.gguf'
0.01.423.569 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.03.016.960 I cmn          init: llama threadpool init, n_threads = 12
0.03.090.813 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.03.090.821 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.03.090.821 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.04.015.955 I srv    load_model: loaded multimodal model, '/opt/hf-cache/hub/models--ggml-org--Qwen2.5-VL-3B-Instruct-GGUF/snapshots/5037fcf163dd95d1e41d1974465f0898ed108ca2/mmproj-Qwen2.5-VL-3B-Instruct-f16.gguf'
0.04.048.816 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.04.048.962 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.04.053.457 I srv  llama_server: model loaded
0.04.053.467 I srv  llama_server: listening on http://127.0.0.1:8090
0.27.791.127 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.30.863.390 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984272876410
0.30.863.494 I slot launch_slot_: id  0 | task 24 | processing task, is_child = 0
0.31.338.355 I slot print_timing: id  0 | task 24 | prompt eval time =     451.83 ms /   322 tokens (    1.40 ms per token,   712.65 tokens per second)
0.31.338.363 I slot print_timing: id  0 | task 24 |        eval time =      22.98 ms /     2 tokens (   22.98 ms per token,    43.53 tokens per second)
0.31.338.364 I slot print_timing: id  0 | task 24 |       total time =     474.81 ms /   324 tokens
0.31.338.365 I slot print_timing: id  0 | task 24 |    graphs reused =          1
0.31.338.401 I slot      release: id  0 | task 24 | stop processing: n_tokens = 323, truncated = 0
0.31.356.192 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.944 (> 0.100 thold), f_keep = 0.938
0.31.356.291 I slot launch_slot_: id  0 | task 28 | processing task, is_child = 0
0.31.830.008 I slot print_timing: id  0 | task 28 | prompt eval time =     450.73 ms /   321 tokens (    1.40 ms per token,   712.18 tokens per second)
0.31.830.015 I slot print_timing: id  0 | task 28 |        eval time =      22.94 ms /     2 tokens (   22.94 ms per token,    43.59 tokens per second)
0.31.830.016 I slot print_timing: id  0 | task 28 |       total time =     473.67 ms /   323 tokens
0.31.830.018 I slot print_timing: id  0 | task 28 |    graphs reused =          1
0.31.830.052 I slot      release: id  0 | task 28 | stop processing: n_tokens = 322, truncated = 0
0.31.846.252 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984273860908
0.31.846.343 I slot launch_slot_: id  0 | task 32 | processing task, is_child = 0
0.32.324.122 I slot print_timing: id  0 | task 32 | prompt eval time =     454.62 ms /   319 tokens (    1.43 ms per token,   701.68 tokens per second)
0.32.324.129 I slot print_timing: id  0 | task 32 |        eval time =      23.11 ms /     2 tokens (   23.11 ms per token,    43.27 tokens per second)
0.32.324.130 I slot print_timing: id  0 | task 32 |       total time =     477.73 ms /   321 tokens
0.32.324.132 I slot print_timing: id  0 | task 32 |    graphs reused =          1
0.32.324.167 I slot      release: id  0 | task 32 | stop processing: n_tokens = 320, truncated = 0
0.32.340.480 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.943 (> 0.100 thold), f_keep = 0.938
0.32.340.584 I slot launch_slot_: id  0 | task 36 | processing task, is_child = 0
0.32.817.679 I slot print_timing: id  0 | task 36 | prompt eval time =     454.09 ms /   318 tokens (    1.43 ms per token,   700.30 tokens per second)
0.32.817.686 I slot print_timing: id  0 | task 36 |        eval time =      22.96 ms /     2 tokens (   22.96 ms per token,    43.55 tokens per second)
0.32.817.687 I slot print_timing: id  0 | task 36 |       total time =     477.05 ms /   320 tokens
0.32.817.689 I slot print_timing: id  0 | task 36 |    graphs reused =          1
0.32.817.723 I slot      release: id  0 | task 36 | stop processing: n_tokens = 319, truncated = 0
0.32.843.565 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984274848578
0.32.843.662 I slot launch_slot_: id  0 | task 40 | processing task, is_child = 0
0.33.307.479 I slot print_timing: id  0 | task 40 | prompt eval time =     440.76 ms /   301 tokens (    1.46 ms per token,   682.91 tokens per second)
0.33.307.485 I slot print_timing: id  0 | task 40 |        eval time =      23.00 ms /     2 tokens (   23.00 ms per token,    43.47 tokens per second)
0.33.307.486 I slot print_timing: id  0 | task 40 |       total time =     463.77 ms /   303 tokens
0.33.307.488 I slot print_timing: id  0 | task 40 |    graphs reused =          1
0.33.307.519 I slot      release: id  0 | task 40 | stop processing: n_tokens = 302, truncated = 0
0.33.331.315 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.927 (> 0.100 thold), f_keep = 0.921
0.33.331.417 I slot launch_slot_: id  0 | task 44 | processing task, is_child = 0
0.33.794.425 I slot print_timing: id  0 | task 44 | prompt eval time =     439.97 ms /   300 tokens (    1.47 ms per token,   681.87 tokens per second)
0.33.794.431 I slot print_timing: id  0 | task 44 |        eval time =      22.99 ms /     2 tokens (   22.99 ms per token,    43.50 tokens per second)
0.33.794.432 I slot print_timing: id  0 | task 44 |       total time =     462.96 ms /   302 tokens
0.33.794.434 I slot print_timing: id  0 | task 44 |    graphs reused =          1
0.33.794.467 I slot      release: id  0 | task 44 | stop processing: n_tokens = 301, truncated = 0
0.33.814.036 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984275825323
0.33.814.138 I slot launch_slot_: id  0 | task 48 | processing task, is_child = 0
0.34.305.540 I slot print_timing: id  0 | task 48 | prompt eval time =     468.36 ms /   335 tokens (    1.40 ms per token,   715.27 tokens per second)
0.34.305.547 I slot print_timing: id  0 | task 48 |        eval time =      23.00 ms /     2 tokens (   23.00 ms per token,    43.49 tokens per second)
0.34.305.548 I slot print_timing: id  0 | task 48 |       total time =     491.35 ms /   337 tokens
0.34.305.550 I slot print_timing: id  0 | task 48 |    graphs reused =          1
0.34.305.583 I slot      release: id  0 | task 48 | stop processing: n_tokens = 336, truncated = 0
0.34.325.406 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.946 (> 0.100 thold), f_keep = 0.940
0.34.325.505 I slot launch_slot_: id  0 | task 52 | processing task, is_child = 0
0.34.816.859 I slot print_timing: id  0 | task 52 | prompt eval time =     468.16 ms /   334 tokens (    1.40 ms per token,   713.43 tokens per second)
0.34.816.867 I slot print_timing: id  0 | task 52 |        eval time =      23.14 ms /     2 tokens (   23.14 ms per token,    43.21 tokens per second)
0.34.816.868 I slot print_timing: id  0 | task 52 |       total time =     491.30 ms /   336 tokens
0.34.816.869 I slot print_timing: id  0 | task 52 |    graphs reused =          1
0.34.816.904 I slot      release: id  0 | task 52 | stop processing: n_tokens = 335, truncated = 0
0.34.858.483 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984276847760
0.34.858.591 I slot launch_slot_: id  0 | task 56 | processing task, is_child = 0
0.35.585.651 I slot print_timing: id  0 | task 56 | prompt eval time =     703.93 ms /   484 tokens (    1.45 ms per token,   687.57 tokens per second)
0.35.585.659 I slot print_timing: id  0 | task 56 |        eval time =      23.08 ms /     2 tokens (   23.08 ms per token,    43.33 tokens per second)
0.35.585.660 I slot print_timing: id  0 | task 56 |       total time =     727.01 ms /   486 tokens
0.35.585.662 I slot print_timing: id  0 | task 56 |    graphs reused =          1
0.35.585.694 I slot      release: id  0 | task 56 | stop processing: n_tokens = 485, truncated = 0
0.35.626.893 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.955 (> 0.100 thold), f_keep = 0.953
0.35.627.000 I slot launch_slot_: id  0 | task 60 | processing task, is_child = 0
0.36.347.575 I slot print_timing: id  0 | task 60 | prompt eval time =     697.42 ms /   484 tokens (    1.44 ms per token,   693.98 tokens per second)
0.36.347.582 I slot print_timing: id  0 | task 60 |        eval time =      23.10 ms /     2 tokens (   23.10 ms per token,    43.29 tokens per second)
0.36.347.583 I slot print_timing: id  0 | task 60 |       total time =     720.53 ms /   486 tokens
0.36.347.585 I slot print_timing: id  0 | task 60 |    graphs reused =          1
0.36.347.619 I slot      release: id  0 | task 60 | stop processing: n_tokens = 485, truncated = 0
0.36.366.106 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984278378475
0.36.366.207 I slot launch_slot_: id  0 | task 64 | processing task, is_child = 0
0.36.852.768 I slot print_timing: id  0 | task 64 | prompt eval time =     463.54 ms /   331 tokens (    1.40 ms per token,   714.08 tokens per second)
0.36.852.776 I slot print_timing: id  0 | task 64 |        eval time =      22.98 ms /     2 tokens (   22.98 ms per token,    43.52 tokens per second)
0.36.852.777 I slot print_timing: id  0 | task 64 |       total time =     486.51 ms /   333 tokens
0.36.852.779 I slot print_timing: id  0 | task 64 |    graphs reused =          1
0.36.852.812 I slot      release: id  0 | task 64 | stop processing: n_tokens = 332, truncated = 0
0.36.871.529 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.927 (> 0.100 thold), f_keep = 0.925
0.36.871.629 I slot launch_slot_: id  0 | task 68 | processing task, is_child = 0
0.37.357.415 I slot print_timing: id  0 | task 68 | prompt eval time =     462.77 ms /   331 tokens (    1.40 ms per token,   715.26 tokens per second)
0.37.357.422 I slot print_timing: id  0 | task 68 |        eval time =      22.97 ms /     2 tokens (   22.97 ms per token,    43.54 tokens per second)
0.37.357.423 I slot print_timing: id  0 | task 68 |       total time =     485.74 ms /   333 tokens
0.37.357.424 I slot print_timing: id  0 | task 68 |    graphs reused =          1
0.37.357.456 I slot      release: id  0 | task 68 | stop processing: n_tokens = 332, truncated = 0
0.37.378.382 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984279388312
0.37.378.483 I slot launch_slot_: id  0 | task 72 | processing task, is_child = 0
0.37.849.464 I slot print_timing: id  0 | task 72 | prompt eval time =     447.90 ms /   313 tokens (    1.43 ms per token,   698.81 tokens per second)
0.37.849.470 I slot print_timing: id  0 | task 72 |        eval time =      23.03 ms /     2 tokens (   23.03 ms per token,    43.42 tokens per second)
0.37.849.471 I slot print_timing: id  0 | task 72 |       total time =     470.93 ms /   315 tokens
0.37.849.473 I slot print_timing: id  0 | task 72 |    graphs reused =          1
0.37.849.504 I slot      release: id  0 | task 72 | stop processing: n_tokens = 314, truncated = 0
0.37.870.559 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.939 (> 0.100 thold), f_keep = 0.936
0.37.870.664 I slot launch_slot_: id  0 | task 76 | processing task, is_child = 0
0.38.341.618 I slot print_timing: id  0 | task 76 | prompt eval time =     447.93 ms /   313 tokens (    1.43 ms per token,   698.77 tokens per second)
0.38.341.625 I slot print_timing: id  0 | task 76 |        eval time =      22.98 ms /     2 tokens (   22.98 ms per token,    43.53 tokens per second)
0.38.341.626 I slot print_timing: id  0 | task 76 |       total time =     470.91 ms /   315 tokens
0.38.341.628 I slot print_timing: id  0 | task 76 |    graphs reused =          1
0.38.341.662 I slot      release: id  0 | task 76 | stop processing: n_tokens = 314, truncated = 0
0.38.362.983 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984280372518
0.38.363.077 I slot launch_slot_: id  0 | task 80 | processing task, is_child = 0
0.38.876.754 I slot print_timing: id  0 | task 80 | prompt eval time =     490.65 ms /   339 tokens (    1.45 ms per token,   690.92 tokens per second)
0.38.876.761 I slot print_timing: id  0 | task 80 |        eval time =      22.98 ms /     2 tokens (   22.98 ms per token,    43.52 tokens per second)
0.38.876.761 I slot print_timing: id  0 | task 80 |       total time =     513.63 ms /   341 tokens
0.38.876.763 I slot print_timing: id  0 | task 80 |    graphs reused =          1
0.38.876.793 I slot      release: id  0 | task 80 | stop processing: n_tokens = 340, truncated = 0
0.38.898.091 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.947 (> 0.100 thold), f_keep = 0.944
0.38.898.192 I slot launch_slot_: id  0 | task 84 | processing task, is_child = 0
0.39.411.609 I slot print_timing: id  0 | task 84 | prompt eval time =     490.37 ms /   339 tokens (    1.45 ms per token,   691.31 tokens per second)
0.39.411.617 I slot print_timing: id  0 | task 84 |        eval time =      23.00 ms /     2 tokens (   23.00 ms per token,    43.49 tokens per second)
0.39.411.618 I slot print_timing: id  0 | task 84 |       total time =     513.37 ms /   341 tokens
0.39.411.619 I slot print_timing: id  0 | task 84 |    graphs reused =          1
0.39.411.653 I slot      release: id  0 | task 84 | stop processing: n_tokens = 340, truncated = 0
0.39.429.037 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984281442508
0.39.429.140 I slot launch_slot_: id  0 | task 88 | processing task, is_child = 0
0.39.903.091 I slot print_timing: id  0 | task 88 | prompt eval time =     450.86 ms /   315 tokens (    1.43 ms per token,   698.66 tokens per second)
0.39.903.098 I slot print_timing: id  0 | task 88 |        eval time =      23.03 ms /     2 tokens (   23.03 ms per token,    43.43 tokens per second)
0.39.903.099 I slot print_timing: id  0 | task 88 |       total time =     473.89 ms /   317 tokens
0.39.903.101 I slot print_timing: id  0 | task 88 |    graphs reused =          1
0.39.903.134 I slot      release: id  0 | task 88 | stop processing: n_tokens = 316, truncated = 0
0.39.920.701 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.943 (> 0.100 thold), f_keep = 0.937
0.39.920.796 I slot launch_slot_: id  0 | task 92 | processing task, is_child = 0
0.40.394.325 I slot print_timing: id  0 | task 92 | prompt eval time =     450.49 ms /   314 tokens (    1.43 ms per token,   697.02 tokens per second)
0.40.394.331 I slot print_timing: id  0 | task 92 |        eval time =      22.99 ms /     2 tokens (   22.99 ms per token,    43.49 tokens per second)
0.40.394.332 I slot print_timing: id  0 | task 92 |       total time =     473.48 ms /   316 tokens
0.40.394.334 I slot print_timing: id  0 | task 92 |    graphs reused =          1
0.40.394.367 I slot      release: id  0 | task 92 | stop processing: n_tokens = 315, truncated = 0
0.40.411.562 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984282425223
0.40.411.659 I slot launch_slot_: id  0 | task 96 | processing task, is_child = 0
0.40.888.989 I slot print_timing: id  0 | task 96 | prompt eval time =     454.31 ms /   318 tokens (    1.43 ms per token,   699.96 tokens per second)
0.40.888.996 I slot print_timing: id  0 | task 96 |        eval time =      22.97 ms /     2 tokens (   22.97 ms per token,    43.54 tokens per second)
0.40.888.997 I slot print_timing: id  0 | task 96 |       total time =     477.28 ms /   320 tokens
0.40.888.999 I slot print_timing: id  0 | task 96 |    graphs reused =          1
0.40.889.031 I slot      release: id  0 | task 96 | stop processing: n_tokens = 319, truncated = 0
0.40.905.525 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.943 (> 0.100 thold), f_keep = 0.940
0.40.905.620 I slot launch_slot_: id  0 | task 100 | processing task, is_child = 0
0.41.382.933 I slot print_timing: id  0 | task 100 | prompt eval time =     454.32 ms /   318 tokens (    1.43 ms per token,   699.94 tokens per second)
0.41.382.939 I slot print_timing: id  0 | task 100 |        eval time =      22.94 ms /     2 tokens (   22.94 ms per token,    43.58 tokens per second)
0.41.382.940 I slot print_timing: id  0 | task 100 |       total time =     477.27 ms /   320 tokens
0.41.382.942 I slot print_timing: id  0 | task 100 |    graphs reused =          1
0.41.382.973 I slot      release: id  0 | task 100 | stop processing: n_tokens = 319, truncated = 0
0.41.402.674 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984283413829
0.41.402.778 I slot launch_slot_: id  0 | task 104 | processing task, is_child = 0
0.41.873.570 I slot print_timing: id  0 | task 104 | prompt eval time =     447.77 ms /   312 tokens (    1.44 ms per token,   696.79 tokens per second)
0.41.873.577 I slot print_timing: id  0 | task 104 |        eval time =      22.97 ms /     2 tokens (   22.97 ms per token,    43.53 tokens per second)
0.41.873.578 I slot print_timing: id  0 | task 104 |       total time =     470.74 ms /   314 tokens
0.41.873.580 I slot print_timing: id  0 | task 104 |    graphs reused =          1
0.41.873.610 I slot      release: id  0 | task 104 | stop processing: n_tokens = 313, truncated = 0
0.41.893.354 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.942 (> 0.100 thold), f_keep = 0.939
0.41.893.450 I slot launch_slot_: id  0 | task 108 | processing task, is_child = 0
0.42.364.569 I slot print_timing: id  0 | task 108 | prompt eval time =     448.09 ms /   312 tokens (    1.44 ms per token,   696.29 tokens per second)
0.42.364.576 I slot print_timing: id  0 | task 108 |        eval time =      22.98 ms /     2 tokens (   22.98 ms per token,    43.51 tokens per second)
0.42.364.577 I slot print_timing: id  0 | task 108 |       total time =     471.07 ms /   314 tokens
0.42.364.579 I slot print_timing: id  0 | task 108 |    graphs reused =          1
0.42.364.613 I slot      release: id  0 | task 108 | stop processing: n_tokens = 313, truncated = 0
0.42.387.871 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984284395469
0.42.387.974 I slot launch_slot_: id  0 | task 112 | processing task, is_child = 0
0.42.874.661 I slot print_timing: id  0 | task 112 | prompt eval time =     463.58 ms /   334 tokens (    1.39 ms per token,   720.48 tokens per second)
0.42.874.667 I slot print_timing: id  0 | task 112 |        eval time =      23.06 ms /     2 tokens (   23.06 ms per token,    43.37 tokens per second)
0.42.874.669 I slot print_timing: id  0 | task 112 |       total time =     486.64 ms /   336 tokens
0.42.874.670 I slot print_timing: id  0 | task 112 |    graphs reused =          1
0.42.874.702 I slot      release: id  0 | task 112 | stop processing: n_tokens = 335, truncated = 0
0.42.897.973 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.934 (> 0.100 thold), f_keep = 0.931
0.42.898.066 I slot launch_slot_: id  0 | task 116 | processing task, is_child = 0
0.43.384.571 I slot print_timing: id  0 | task 116 | prompt eval time =     463.43 ms /   334 tokens (    1.39 ms per token,   720.71 tokens per second)
0.43.384.578 I slot print_timing: id  0 | task 116 |        eval time =      23.02 ms /     2 tokens (   23.02 ms per token,    43.43 tokens per second)
0.43.384.579 I slot print_timing: id  0 | task 116 |       total time =     486.45 ms /   336 tokens
0.43.384.580 I slot print_timing: id  0 | task 116 |    graphs reused =          1
0.43.384.614 I slot      release: id  0 | task 116 | stop processing: n_tokens = 335, truncated = 0
0.43.403.351 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984285415470
0.43.403.449 I slot launch_slot_: id  0 | task 120 | processing task, is_child = 0
0.43.874.781 I slot print_timing: id  0 | task 120 | prompt eval time =     448.29 ms /   312 tokens (    1.44 ms per token,   695.98 tokens per second)
0.43.874.787 I slot print_timing: id  0 | task 120 |        eval time =      22.99 ms /     2 tokens (   22.99 ms per token,    43.50 tokens per second)
0.43.874.788 I slot print_timing: id  0 | task 120 |       total time =     471.28 ms /   314 tokens
0.43.874.790 I slot print_timing: id  0 | task 120 |    graphs reused =          1
0.43.874.820 I slot      release: id  0 | task 120 | stop processing: n_tokens = 313, truncated = 0
0.43.893.673 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.942 (> 0.100 thold), f_keep = 0.939
0.43.893.774 I slot launch_slot_: id  0 | task 124 | processing task, is_child = 0
0.44.364.939 I slot print_timing: id  0 | task 124 | prompt eval time =     448.10 ms /   312 tokens (    1.44 ms per token,   696.27 tokens per second)
0.44.364.946 I slot print_timing: id  0 | task 124 |        eval time =      23.01 ms /     2 tokens (   23.01 ms per token,    43.45 tokens per second)
0.44.364.947 I slot print_timing: id  0 | task 124 |       total time =     471.12 ms /   314 tokens
0.44.364.949 I slot print_timing: id  0 | task 124 |    graphs reused =          1
0.44.364.980 I slot      release: id  0 | task 124 | stop processing: n_tokens = 313, truncated = 0
0.44.387.603 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984286395836
0.44.387.699 I slot launch_slot_: id  0 | task 128 | processing task, is_child = 0
0.44.863.499 I slot print_timing: id  0 | task 128 | prompt eval time =     452.76 ms /   323 tokens (    1.40 ms per token,   713.40 tokens per second)
0.44.863.506 I slot print_timing: id  0 | task 128 |        eval time =      22.99 ms /     2 tokens (   22.99 ms per token,    43.50 tokens per second)
0.44.863.507 I slot print_timing: id  0 | task 128 |       total time =     475.75 ms /   325 tokens
0.44.863.509 I slot print_timing: id  0 | task 128 |    graphs reused =          1
0.44.863.540 I slot      release: id  0 | task 128 | stop processing: n_tokens = 324, truncated = 0
0.44.886.278 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.944 (> 0.100 thold), f_keep = 0.941
0.44.886.381 I slot launch_slot_: id  0 | task 132 | processing task, is_child = 0
0.45.361.979 I slot print_timing: id  0 | task 132 | prompt eval time =     452.51 ms /   323 tokens (    1.40 ms per token,   713.80 tokens per second)
0.45.361.986 I slot print_timing: id  0 | task 132 |        eval time =      23.04 ms /     2 tokens (   23.04 ms per token,    43.40 tokens per second)
0.45.361.987 I slot print_timing: id  0 | task 132 |       total time =     475.55 ms /   325 tokens
0.45.361.988 I slot print_timing: id  0 | task 132 |    graphs reused =          1
0.45.362.022 I slot      release: id  0 | task 132 | stop processing: n_tokens = 324, truncated = 0
0.45.379.516 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 984287392878
0.45.379.619 I slot launch_slot_: id  0 | task 136 | processing task, is_child = 0
